"","x"
"Accuracy",0.629464285714286
"Kappa",0.498435308082443
"AccuracyLower",0.562605361308958
"AccuracyUpper",0.692846877833806
"AccuracyNull",0.330357142857143
"AccuracyPValue",5.51629668147776e-20
"McnemarPValue",NA
