"","model","Method","Count.Train","Count.Test","NoOfCoef","preProc","results.size","results.decay","results.Accuracy","results.Kappa","test.Accuracy","test.Kappa","test.AccuracyLower","test.AccuracyUpper","test.AccuracyNull","test.AccuracyPValue","test.McnemarPValue","testCM.Class.Bare.land.Sensitivity","testCM.Class.Reproductive.Sensitivity","testCM.Class.Ripening.Sensitivity","testCM.Class.Vegetative.Sensitivity","testCM.Class.Bare.land.Specificity","testCM.Class.Reproductive.Specificity","testCM.Class.Ripening.Specificity","testCM.Class.Vegetative.Specificity","testCM.Class.Bare.land.Pos.Pred.Value","testCM.Class.Reproductive.Pos.Pred.Value","testCM.Class.Ripening.Pos.Pred.Value","testCM.Class.Vegetative.Pos.Pred.Value","testCM.Class.Bare.land.Neg.Pred.Value","testCM.Class.Reproductive.Neg.Pred.Value","testCM.Class.Ripening.Neg.Pred.Value","testCM.Class.Vegetative.Neg.Pred.Value","testCM.Class.Bare.land.Precision","testCM.Class.Reproductive.Precision","testCM.Class.Ripening.Precision","testCM.Class.Vegetative.Precision","testCM.Class.Bare.land.Recall","testCM.Class.Reproductive.Recall","testCM.Class.Ripening.Recall","testCM.Class.Vegetative.Recall","testCM.Class.Bare.land.F1","testCM.Class.Reproductive.F1","testCM.Class.Ripening.F1","testCM.Class.Vegetative.F1","testCM.Class.Bare.land.Prevalence","testCM.Class.Reproductive.Prevalence","testCM.Class.Ripening.Prevalence","testCM.Class.Vegetative.Prevalence","testCM.Class.Bare.land.Detection.Rate","testCM.Class.Reproductive.Detection.Rate","testCM.Class.Ripening.Detection.Rate","testCM.Class.Vegetative.Detection.Rate","testCM.Class.Bare.land.Detection.Prevalence","testCM.Class.Reproductive.Detection.Prevalence","testCM.Class.Ripening.Detection.Prevalence","testCM.Class.Vegetative.Detection.Prevalence","testCM.Class.Bare.land.Balanced.Accuracy","testCM.Class.Reproductive.Balanced.Accuracy","testCM.Class.Ripening.Balanced.Accuracy","testCM.Class.Vegetative.Balanced.Accuracy"
"1","Phase ~ EVI","nnet",530,224,1,"noProc",1,0,0.477358490566038,0.282446553729753,0.491071428571429,0.319402985074627,0.423872720791417,0.558509536553938,0.330357142857143,4.73612442422606e-07,0.000328520330788586,0.65,0.5,0.5625,0.310810810810811,0.731707317073171,0.923076923076923,0.795454545454545,0.866666666666667,0.469879518072289,0.6,0.428571428571429,0.534883720930233,0.851063829787234,0.888888888888889,0.869565217391304,0.718232044198895,0.469879518072289,0.6,0.428571428571429,0.534883720930233,0.65,0.5,0.5625,0.310810810810811,0.545454545454546,0.545454545454545,0.486486486486486,0.393162393162393,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.174107142857143,0.09375,0.120535714285714,0.102678571428571,0.370535714285714,0.15625,0.28125,0.191964285714286,0.690853658536585,0.711538461538462,0.678977272727273,0.588738738738739
"2","Phase ~ EVI","nnet",530,224,1,"noProc",1,1e-04,0.473584905660377,0.277530499870525,0.491071428571429,0.319402985074627,0.423872720791417,0.558509536553938,0.330357142857143,4.73612442422606e-07,0.000328520330788586,0.65,0.5,0.5625,0.310810810810811,0.731707317073171,0.923076923076923,0.795454545454545,0.866666666666667,0.469879518072289,0.6,0.428571428571429,0.534883720930233,0.851063829787234,0.888888888888889,0.869565217391304,0.718232044198895,0.469879518072289,0.6,0.428571428571429,0.534883720930233,0.65,0.5,0.5625,0.310810810810811,0.545454545454546,0.545454545454545,0.486486486486486,0.393162393162393,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.174107142857143,0.09375,0.120535714285714,0.102678571428571,0.370535714285714,0.15625,0.28125,0.191964285714286,0.690853658536585,0.711538461538462,0.678977272727273,0.588738738738739
"3","Phase ~ EVI","nnet",530,224,1,"noProc",1,0.001,0.458490566037736,0.257474799248249,0.491071428571429,0.319402985074627,0.423872720791417,0.558509536553938,0.330357142857143,4.73612442422606e-07,0.000328520330788586,0.65,0.5,0.5625,0.310810810810811,0.731707317073171,0.923076923076923,0.795454545454545,0.866666666666667,0.469879518072289,0.6,0.428571428571429,0.534883720930233,0.851063829787234,0.888888888888889,0.869565217391304,0.718232044198895,0.469879518072289,0.6,0.428571428571429,0.534883720930233,0.65,0.5,0.5625,0.310810810810811,0.545454545454546,0.545454545454545,0.486486486486486,0.393162393162393,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.174107142857143,0.09375,0.120535714285714,0.102678571428571,0.370535714285714,0.15625,0.28125,0.191964285714286,0.690853658536585,0.711538461538462,0.678977272727273,0.588738738738739
"4","Phase ~ EVI","nnet",530,224,1,"noProc",1,0.01,0.432075471698113,0.221607432129125,0.491071428571429,0.319402985074627,0.423872720791417,0.558509536553938,0.330357142857143,4.73612442422606e-07,0.000328520330788586,0.65,0.5,0.5625,0.310810810810811,0.731707317073171,0.923076923076923,0.795454545454545,0.866666666666667,0.469879518072289,0.6,0.428571428571429,0.534883720930233,0.851063829787234,0.888888888888889,0.869565217391304,0.718232044198895,0.469879518072289,0.6,0.428571428571429,0.534883720930233,0.65,0.5,0.5625,0.310810810810811,0.545454545454546,0.545454545454545,0.486486486486486,0.393162393162393,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.174107142857143,0.09375,0.120535714285714,0.102678571428571,0.370535714285714,0.15625,0.28125,0.191964285714286,0.690853658536585,0.711538461538462,0.678977272727273,0.588738738738739
"5","Phase ~ EVI","nnet",530,224,1,"noProc",1,0.1,0.422641509433962,0.207188005651071,0.491071428571429,0.319402985074627,0.423872720791417,0.558509536553938,0.330357142857143,4.73612442422606e-07,0.000328520330788586,0.65,0.5,0.5625,0.310810810810811,0.731707317073171,0.923076923076923,0.795454545454545,0.866666666666667,0.469879518072289,0.6,0.428571428571429,0.534883720930233,0.851063829787234,0.888888888888889,0.869565217391304,0.718232044198895,0.469879518072289,0.6,0.428571428571429,0.534883720930233,0.65,0.5,0.5625,0.310810810810811,0.545454545454546,0.545454545454545,0.486486486486486,0.393162393162393,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.174107142857143,0.09375,0.120535714285714,0.102678571428571,0.370535714285714,0.15625,0.28125,0.191964285714286,0.690853658536585,0.711538461538462,0.678977272727273,0.588738738738739
"6","Phase ~ EVI","nnet",530,224,1,"noProc",2,0,0.509433962264151,0.340104682958132,0.491071428571429,0.319402985074627,0.423872720791417,0.558509536553938,0.330357142857143,4.73612442422606e-07,0.000328520330788586,0.65,0.5,0.5625,0.310810810810811,0.731707317073171,0.923076923076923,0.795454545454545,0.866666666666667,0.469879518072289,0.6,0.428571428571429,0.534883720930233,0.851063829787234,0.888888888888889,0.869565217391304,0.718232044198895,0.469879518072289,0.6,0.428571428571429,0.534883720930233,0.65,0.5,0.5625,0.310810810810811,0.545454545454546,0.545454545454545,0.486486486486486,0.393162393162393,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.174107142857143,0.09375,0.120535714285714,0.102678571428571,0.370535714285714,0.15625,0.28125,0.191964285714286,0.690853658536585,0.711538461538462,0.678977272727273,0.588738738738739
"7","Phase ~ EVI","nnet",530,224,1,"noProc",2,1e-04,0.505660377358491,0.337256530309322,0.491071428571429,0.319402985074627,0.423872720791417,0.558509536553938,0.330357142857143,4.73612442422606e-07,0.000328520330788586,0.65,0.5,0.5625,0.310810810810811,0.731707317073171,0.923076923076923,0.795454545454545,0.866666666666667,0.469879518072289,0.6,0.428571428571429,0.534883720930233,0.851063829787234,0.888888888888889,0.869565217391304,0.718232044198895,0.469879518072289,0.6,0.428571428571429,0.534883720930233,0.65,0.5,0.5625,0.310810810810811,0.545454545454546,0.545454545454545,0.486486486486486,0.393162393162393,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.174107142857143,0.09375,0.120535714285714,0.102678571428571,0.370535714285714,0.15625,0.28125,0.191964285714286,0.690853658536585,0.711538461538462,0.678977272727273,0.588738738738739
"8","Phase ~ EVI","nnet",530,224,1,"noProc",2,0.001,0.516981132075472,0.354936862924083,0.491071428571429,0.319402985074627,0.423872720791417,0.558509536553938,0.330357142857143,4.73612442422606e-07,0.000328520330788586,0.65,0.5,0.5625,0.310810810810811,0.731707317073171,0.923076923076923,0.795454545454545,0.866666666666667,0.469879518072289,0.6,0.428571428571429,0.534883720930233,0.851063829787234,0.888888888888889,0.869565217391304,0.718232044198895,0.469879518072289,0.6,0.428571428571429,0.534883720930233,0.65,0.5,0.5625,0.310810810810811,0.545454545454546,0.545454545454545,0.486486486486486,0.393162393162393,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.174107142857143,0.09375,0.120535714285714,0.102678571428571,0.370535714285714,0.15625,0.28125,0.191964285714286,0.690853658536585,0.711538461538462,0.678977272727273,0.588738738738739
"9","Phase ~ EVI","nnet",530,224,1,"noProc",2,0.01,0.507547169811321,0.343857169284186,0.491071428571429,0.319402985074627,0.423872720791417,0.558509536553938,0.330357142857143,4.73612442422606e-07,0.000328520330788586,0.65,0.5,0.5625,0.310810810810811,0.731707317073171,0.923076923076923,0.795454545454545,0.866666666666667,0.469879518072289,0.6,0.428571428571429,0.534883720930233,0.851063829787234,0.888888888888889,0.869565217391304,0.718232044198895,0.469879518072289,0.6,0.428571428571429,0.534883720930233,0.65,0.5,0.5625,0.310810810810811,0.545454545454546,0.545454545454545,0.486486486486486,0.393162393162393,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.174107142857143,0.09375,0.120535714285714,0.102678571428571,0.370535714285714,0.15625,0.28125,0.191964285714286,0.690853658536585,0.711538461538462,0.678977272727273,0.588738738738739
"10","Phase ~ EVI","nnet",530,224,1,"noProc",2,0.1,0.49622641509434,0.321545520359388,0.491071428571429,0.319402985074627,0.423872720791417,0.558509536553938,0.330357142857143,4.73612442422606e-07,0.000328520330788586,0.65,0.5,0.5625,0.310810810810811,0.731707317073171,0.923076923076923,0.795454545454545,0.866666666666667,0.469879518072289,0.6,0.428571428571429,0.534883720930233,0.851063829787234,0.888888888888889,0.869565217391304,0.718232044198895,0.469879518072289,0.6,0.428571428571429,0.534883720930233,0.65,0.5,0.5625,0.310810810810811,0.545454545454546,0.545454545454545,0.486486486486486,0.393162393162393,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.174107142857143,0.09375,0.120535714285714,0.102678571428571,0.370535714285714,0.15625,0.28125,0.191964285714286,0.690853658536585,0.711538461538462,0.678977272727273,0.588738738738739
