"","model","Method","Count.Train","Count.Test","NoOfCoef","preProc","results.mtry","results.Accuracy","results.Kappa","test.Accuracy","test.Kappa","test.AccuracyLower","test.AccuracyUpper","test.AccuracyNull","test.AccuracyPValue","test.McnemarPValue","testCM.Class.Bare.land.Sensitivity","testCM.Class.Reproductive.Sensitivity","testCM.Class.Ripening.Sensitivity","testCM.Class.Vegetative.Sensitivity","testCM.Class.Bare.land.Specificity","testCM.Class.Reproductive.Specificity","testCM.Class.Ripening.Specificity","testCM.Class.Vegetative.Specificity","testCM.Class.Bare.land.Pos.Pred.Value","testCM.Class.Reproductive.Pos.Pred.Value","testCM.Class.Ripening.Pos.Pred.Value","testCM.Class.Vegetative.Pos.Pred.Value","testCM.Class.Bare.land.Neg.Pred.Value","testCM.Class.Reproductive.Neg.Pred.Value","testCM.Class.Ripening.Neg.Pred.Value","testCM.Class.Vegetative.Neg.Pred.Value","testCM.Class.Bare.land.Precision","testCM.Class.Reproductive.Precision","testCM.Class.Ripening.Precision","testCM.Class.Vegetative.Precision","testCM.Class.Bare.land.Recall","testCM.Class.Reproductive.Recall","testCM.Class.Ripening.Recall","testCM.Class.Vegetative.Recall","testCM.Class.Bare.land.F1","testCM.Class.Reproductive.F1","testCM.Class.Ripening.F1","testCM.Class.Vegetative.F1","testCM.Class.Bare.land.Prevalence","testCM.Class.Reproductive.Prevalence","testCM.Class.Ripening.Prevalence","testCM.Class.Vegetative.Prevalence","testCM.Class.Bare.land.Detection.Rate","testCM.Class.Reproductive.Detection.Rate","testCM.Class.Ripening.Detection.Rate","testCM.Class.Vegetative.Detection.Rate","testCM.Class.Bare.land.Detection.Prevalence","testCM.Class.Reproductive.Detection.Prevalence","testCM.Class.Ripening.Detection.Prevalence","testCM.Class.Vegetative.Detection.Prevalence","testCM.Class.Bare.land.Balanced.Accuracy","testCM.Class.Reproductive.Balanced.Accuracy","testCM.Class.Ripening.Balanced.Accuracy","testCM.Class.Vegetative.Balanced.Accuracy"
"1","Phase ~ Blue + Green + Red + NIR + SWIR1","rf",530,224,5,"noProc",1,0.673584905660377,0.556958967123447,0.638392857142857,0.510574018126888,0.571735049464789,0.701333768244764,0.330357142857143,4.43342760079857e-21,NA,0.7,0.5,0.541666666666667,0.72972972972973,0.932926829268293,0.901098901098901,0.823863636363636,0.86,0.792452830188679,0.538461538461538,0.456140350877193,0.72,0.894736842105263,0.886486486486487,0.868263473053892,0.865771812080537,0.792452830188679,0.538461538461538,0.456140350877193,0.72,0.7,0.5,0.541666666666667,0.72972972972973,0.743362831858407,0.518518518518519,0.495238095238095,0.724832214765101,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.09375,0.116071428571429,0.241071428571429,0.236607142857143,0.174107142857143,0.254464285714286,0.334821428571429,0.816463414634146,0.700549450549451,0.682765151515151,0.794864864864865
"2","Phase ~ Blue + Green + Red + NIR + SWIR1","rf",530,224,5,"noProc",2,0.681132075471698,0.56741798231422,0.638392857142857,0.510574018126888,0.571735049464789,0.701333768244764,0.330357142857143,4.43342760079857e-21,NA,0.7,0.5,0.541666666666667,0.72972972972973,0.932926829268293,0.901098901098901,0.823863636363636,0.86,0.792452830188679,0.538461538461538,0.456140350877193,0.72,0.894736842105263,0.886486486486487,0.868263473053892,0.865771812080537,0.792452830188679,0.538461538461538,0.456140350877193,0.72,0.7,0.5,0.541666666666667,0.72972972972973,0.743362831858407,0.518518518518519,0.495238095238095,0.724832214765101,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.09375,0.116071428571429,0.241071428571429,0.236607142857143,0.174107142857143,0.254464285714286,0.334821428571429,0.816463414634146,0.700549450549451,0.682765151515151,0.794864864864865
"3","Phase ~ Blue + Green + Red + NIR + SWIR1","rf",530,224,5,"noProc",3,0.669811320754717,0.552876294971485,0.638392857142857,0.510574018126888,0.571735049464789,0.701333768244764,0.330357142857143,4.43342760079857e-21,NA,0.7,0.5,0.541666666666667,0.72972972972973,0.932926829268293,0.901098901098901,0.823863636363636,0.86,0.792452830188679,0.538461538461538,0.456140350877193,0.72,0.894736842105263,0.886486486486487,0.868263473053892,0.865771812080537,0.792452830188679,0.538461538461538,0.456140350877193,0.72,0.7,0.5,0.541666666666667,0.72972972972973,0.743362831858407,0.518518518518519,0.495238095238095,0.724832214765101,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.09375,0.116071428571429,0.241071428571429,0.236607142857143,0.174107142857143,0.254464285714286,0.334821428571429,0.816463414634146,0.700549450549451,0.682765151515151,0.794864864864865
"4","Phase ~ Blue + Green + Red + NIR + SWIR1","rf",530,224,5,"noProc",4,0.675471698113208,0.561004738606156,0.638392857142857,0.510574018126888,0.571735049464789,0.701333768244764,0.330357142857143,4.43342760079857e-21,NA,0.7,0.5,0.541666666666667,0.72972972972973,0.932926829268293,0.901098901098901,0.823863636363636,0.86,0.792452830188679,0.538461538461538,0.456140350877193,0.72,0.894736842105263,0.886486486486487,0.868263473053892,0.865771812080537,0.792452830188679,0.538461538461538,0.456140350877193,0.72,0.7,0.5,0.541666666666667,0.72972972972973,0.743362831858407,0.518518518518519,0.495238095238095,0.724832214765101,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.09375,0.116071428571429,0.241071428571429,0.236607142857143,0.174107142857143,0.254464285714286,0.334821428571429,0.816463414634146,0.700549450549451,0.682765151515151,0.794864864864865
"5","Phase ~ Blue + Green + Red + NIR + SWIR1","rf",530,224,5,"noProc",5,0.681132075471698,0.56831862586811,0.638392857142857,0.510574018126888,0.571735049464789,0.701333768244764,0.330357142857143,4.43342760079857e-21,NA,0.7,0.5,0.541666666666667,0.72972972972973,0.932926829268293,0.901098901098901,0.823863636363636,0.86,0.792452830188679,0.538461538461538,0.456140350877193,0.72,0.894736842105263,0.886486486486487,0.868263473053892,0.865771812080537,0.792452830188679,0.538461538461538,0.456140350877193,0.72,0.7,0.5,0.541666666666667,0.72972972972973,0.743362831858407,0.518518518518519,0.495238095238095,0.724832214765101,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.09375,0.116071428571429,0.241071428571429,0.236607142857143,0.174107142857143,0.254464285714286,0.334821428571429,0.816463414634146,0.700549450549451,0.682765151515151,0.794864864864865
"6","Phase ~ Blue + Green + Red + NIR + SWIR1","rf",530,224,5,"noProc",6,0.677358490566038,0.563470847482118,0.638392857142857,0.510574018126888,0.571735049464789,0.701333768244764,0.330357142857143,4.43342760079857e-21,NA,0.7,0.5,0.541666666666667,0.72972972972973,0.932926829268293,0.901098901098901,0.823863636363636,0.86,0.792452830188679,0.538461538461538,0.456140350877193,0.72,0.894736842105263,0.886486486486487,0.868263473053892,0.865771812080537,0.792452830188679,0.538461538461538,0.456140350877193,0.72,0.7,0.5,0.541666666666667,0.72972972972973,0.743362831858407,0.518518518518519,0.495238095238095,0.724832214765101,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.09375,0.116071428571429,0.241071428571429,0.236607142857143,0.174107142857143,0.254464285714286,0.334821428571429,0.816463414634146,0.700549450549451,0.682765151515151,0.794864864864865
"7","Phase ~ Blue + Green + Red + NIR + SWIR1","rf",530,224,5,"noProc",7,0.675471698113208,0.560668347012246,0.638392857142857,0.510574018126888,0.571735049464789,0.701333768244764,0.330357142857143,4.43342760079857e-21,NA,0.7,0.5,0.541666666666667,0.72972972972973,0.932926829268293,0.901098901098901,0.823863636363636,0.86,0.792452830188679,0.538461538461538,0.456140350877193,0.72,0.894736842105263,0.886486486486487,0.868263473053892,0.865771812080537,0.792452830188679,0.538461538461538,0.456140350877193,0.72,0.7,0.5,0.541666666666667,0.72972972972973,0.743362831858407,0.518518518518519,0.495238095238095,0.724832214765101,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.09375,0.116071428571429,0.241071428571429,0.236607142857143,0.174107142857143,0.254464285714286,0.334821428571429,0.816463414634146,0.700549450549451,0.682765151515151,0.794864864864865
"8","Phase ~ Blue + Green + Red + NIR + SWIR1","rf",530,224,5,"noProc",8,0.671698113207547,0.555343401029914,0.638392857142857,0.510574018126888,0.571735049464789,0.701333768244764,0.330357142857143,4.43342760079857e-21,NA,0.7,0.5,0.541666666666667,0.72972972972973,0.932926829268293,0.901098901098901,0.823863636363636,0.86,0.792452830188679,0.538461538461538,0.456140350877193,0.72,0.894736842105263,0.886486486486487,0.868263473053892,0.865771812080537,0.792452830188679,0.538461538461538,0.456140350877193,0.72,0.7,0.5,0.541666666666667,0.72972972972973,0.743362831858407,0.518518518518519,0.495238095238095,0.724832214765101,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.09375,0.116071428571429,0.241071428571429,0.236607142857143,0.174107142857143,0.254464285714286,0.334821428571429,0.816463414634146,0.700549450549451,0.682765151515151,0.794864864864865
"9","Phase ~ Blue + Green + Red + NIR + SWIR1","rf",530,224,5,"noProc",9,0.675471698113208,0.560863051510436,0.638392857142857,0.510574018126888,0.571735049464789,0.701333768244764,0.330357142857143,4.43342760079857e-21,NA,0.7,0.5,0.541666666666667,0.72972972972973,0.932926829268293,0.901098901098901,0.823863636363636,0.86,0.792452830188679,0.538461538461538,0.456140350877193,0.72,0.894736842105263,0.886486486486487,0.868263473053892,0.865771812080537,0.792452830188679,0.538461538461538,0.456140350877193,0.72,0.7,0.5,0.541666666666667,0.72972972972973,0.743362831858407,0.518518518518519,0.495238095238095,0.724832214765101,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.09375,0.116071428571429,0.241071428571429,0.236607142857143,0.174107142857143,0.254464285714286,0.334821428571429,0.816463414634146,0.700549450549451,0.682765151515151,0.794864864864865
"10","Phase ~ Blue + Green + Red + NIR + SWIR1","rf",530,224,5,"noProc",10,0.683018867924528,0.570877089829536,0.638392857142857,0.510574018126888,0.571735049464789,0.701333768244764,0.330357142857143,4.43342760079857e-21,NA,0.7,0.5,0.541666666666667,0.72972972972973,0.932926829268293,0.901098901098901,0.823863636363636,0.86,0.792452830188679,0.538461538461538,0.456140350877193,0.72,0.894736842105263,0.886486486486487,0.868263473053892,0.865771812080537,0.792452830188679,0.538461538461538,0.456140350877193,0.72,0.7,0.5,0.541666666666667,0.72972972972973,0.743362831858407,0.518518518518519,0.495238095238095,0.724832214765101,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.09375,0.116071428571429,0.241071428571429,0.236607142857143,0.174107142857143,0.254464285714286,0.334821428571429,0.816463414634146,0.700549450549451,0.682765151515151,0.794864864864865
