"","model","Method","Count.Train","Count.Test","NoOfCoef","preProc","results.C","results.Accuracy","results.Kappa","test.Accuracy","test.Kappa","test.AccuracyLower","test.AccuracyUpper","test.AccuracyNull","test.AccuracyPValue","test.McnemarPValue","testCM.Class.Bare.land.Sensitivity","testCM.Class.Reproductive.Sensitivity","testCM.Class.Ripening.Sensitivity","testCM.Class.Vegetative.Sensitivity","testCM.Class.Bare.land.Specificity","testCM.Class.Reproductive.Specificity","testCM.Class.Ripening.Specificity","testCM.Class.Vegetative.Specificity","testCM.Class.Bare.land.Pos.Pred.Value","testCM.Class.Reproductive.Pos.Pred.Value","testCM.Class.Ripening.Pos.Pred.Value","testCM.Class.Vegetative.Pos.Pred.Value","testCM.Class.Bare.land.Neg.Pred.Value","testCM.Class.Reproductive.Neg.Pred.Value","testCM.Class.Ripening.Neg.Pred.Value","testCM.Class.Vegetative.Neg.Pred.Value","testCM.Class.Bare.land.Precision","testCM.Class.Reproductive.Precision","testCM.Class.Ripening.Precision","testCM.Class.Vegetative.Precision","testCM.Class.Bare.land.Recall","testCM.Class.Reproductive.Recall","testCM.Class.Ripening.Recall","testCM.Class.Vegetative.Recall","testCM.Class.Bare.land.F1","testCM.Class.Reproductive.F1","testCM.Class.Ripening.F1","testCM.Class.Vegetative.F1","testCM.Class.Bare.land.Prevalence","testCM.Class.Reproductive.Prevalence","testCM.Class.Ripening.Prevalence","testCM.Class.Vegetative.Prevalence","testCM.Class.Bare.land.Detection.Rate","testCM.Class.Reproductive.Detection.Rate","testCM.Class.Ripening.Detection.Rate","testCM.Class.Vegetative.Detection.Rate","testCM.Class.Bare.land.Detection.Prevalence","testCM.Class.Reproductive.Detection.Prevalence","testCM.Class.Ripening.Detection.Prevalence","testCM.Class.Vegetative.Detection.Prevalence","testCM.Class.Bare.land.Balanced.Accuracy","testCM.Class.Reproductive.Balanced.Accuracy","testCM.Class.Ripening.Balanced.Accuracy","testCM.Class.Vegetative.Balanced.Accuracy"
"1","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2 + CVI + DVI + EGI + EVI + EVI2 + GLI + GNDVI + GSAVI + LSWI + MNDWI + MSAVI + NDVI + NDWI + SAVI + SR + TVI","svmLinear",530,224,23,"noProc",1,0.726415094339623,0.629434966680489,0.696428571428571,0.588680060488226,0.631661589192417,0.755909831064772,0.330357142857143,5.04269276887052e-29,NA,0.7,0.571428571428571,0.645833333333333,0.797297297297297,0.939024390243902,0.917582417582418,0.857954545454545,0.88,0.807692307692308,0.615384615384615,0.553571428571428,0.766233766233766,0.895348837209302,0.902702702702703,0.898809523809524,0.897959183673469,0.807692307692308,0.615384615384615,0.553571428571429,0.766233766233766,0.7,0.571428571428571,0.645833333333333,0.797297297297297,0.75,0.592592592592593,0.596153846153846,0.781456953642384,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.107142857142857,0.138392857142857,0.263392857142857,0.232142857142857,0.174107142857143,0.25,0.34375,0.819512195121951,0.744505494505495,0.751893939393939,0.838648648648649
"2","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2 + CVI + DVI + EGI + EVI + EVI2 + GLI + GNDVI + GSAVI + LSWI + MNDWI + MSAVI + NDVI + NDWI + SAVI + SR + TVI","svmLinear",530,224,23,"noProc",2,0.724528301886792,0.62714722817838,0.696428571428571,0.588680060488226,0.631661589192417,0.755909831064772,0.330357142857143,5.04269276887052e-29,NA,0.7,0.571428571428571,0.645833333333333,0.797297297297297,0.939024390243902,0.917582417582418,0.857954545454545,0.88,0.807692307692308,0.615384615384615,0.553571428571428,0.766233766233766,0.895348837209302,0.902702702702703,0.898809523809524,0.897959183673469,0.807692307692308,0.615384615384615,0.553571428571429,0.766233766233766,0.7,0.571428571428571,0.645833333333333,0.797297297297297,0.75,0.592592592592593,0.596153846153846,0.781456953642384,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.107142857142857,0.138392857142857,0.263392857142857,0.232142857142857,0.174107142857143,0.25,0.34375,0.819512195121951,0.744505494505495,0.751893939393939,0.838648648648649
"3","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2 + CVI + DVI + EGI + EVI + EVI2 + GLI + GNDVI + GSAVI + LSWI + MNDWI + MSAVI + NDVI + NDWI + SAVI + SR + TVI","svmLinear",530,224,23,"noProc",4,0.713207547169811,0.612472460338076,0.696428571428571,0.588680060488226,0.631661589192417,0.755909831064772,0.330357142857143,5.04269276887052e-29,NA,0.7,0.571428571428571,0.645833333333333,0.797297297297297,0.939024390243902,0.917582417582418,0.857954545454545,0.88,0.807692307692308,0.615384615384615,0.553571428571428,0.766233766233766,0.895348837209302,0.902702702702703,0.898809523809524,0.897959183673469,0.807692307692308,0.615384615384615,0.553571428571429,0.766233766233766,0.7,0.571428571428571,0.645833333333333,0.797297297297297,0.75,0.592592592592593,0.596153846153846,0.781456953642384,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.107142857142857,0.138392857142857,0.263392857142857,0.232142857142857,0.174107142857143,0.25,0.34375,0.819512195121951,0.744505494505495,0.751893939393939,0.838648648648649
"4","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2 + CVI + DVI + EGI + EVI + EVI2 + GLI + GNDVI + GSAVI + LSWI + MNDWI + MSAVI + NDVI + NDWI + SAVI + SR + TVI","svmLinear",530,224,23,"noProc",8,0.722641509433962,0.625243512349984,0.696428571428571,0.588680060488226,0.631661589192417,0.755909831064772,0.330357142857143,5.04269276887052e-29,NA,0.7,0.571428571428571,0.645833333333333,0.797297297297297,0.939024390243902,0.917582417582418,0.857954545454545,0.88,0.807692307692308,0.615384615384615,0.553571428571428,0.766233766233766,0.895348837209302,0.902702702702703,0.898809523809524,0.897959183673469,0.807692307692308,0.615384615384615,0.553571428571429,0.766233766233766,0.7,0.571428571428571,0.645833333333333,0.797297297297297,0.75,0.592592592592593,0.596153846153846,0.781456953642384,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.107142857142857,0.138392857142857,0.263392857142857,0.232142857142857,0.174107142857143,0.25,0.34375,0.819512195121951,0.744505494505495,0.751893939393939,0.838648648648649
"5","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2 + CVI + DVI + EGI + EVI + EVI2 + GLI + GNDVI + GSAVI + LSWI + MNDWI + MSAVI + NDVI + NDWI + SAVI + SR + TVI","svmLinear",530,224,23,"noProc",16,0.726415094339623,0.630130525180964,0.696428571428571,0.588680060488226,0.631661589192417,0.755909831064772,0.330357142857143,5.04269276887052e-29,NA,0.7,0.571428571428571,0.645833333333333,0.797297297297297,0.939024390243902,0.917582417582418,0.857954545454545,0.88,0.807692307692308,0.615384615384615,0.553571428571428,0.766233766233766,0.895348837209302,0.902702702702703,0.898809523809524,0.897959183673469,0.807692307692308,0.615384615384615,0.553571428571429,0.766233766233766,0.7,0.571428571428571,0.645833333333333,0.797297297297297,0.75,0.592592592592593,0.596153846153846,0.781456953642384,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.107142857142857,0.138392857142857,0.263392857142857,0.232142857142857,0.174107142857143,0.25,0.34375,0.819512195121951,0.744505494505495,0.751893939393939,0.838648648648649
"6","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2 + CVI + DVI + EGI + EVI + EVI2 + GLI + GNDVI + GSAVI + LSWI + MNDWI + MSAVI + NDVI + NDWI + SAVI + SR + TVI","svmLinear",530,224,23,"noProc",32,0.732075471698113,0.638042563424312,0.696428571428571,0.588680060488226,0.631661589192417,0.755909831064772,0.330357142857143,5.04269276887052e-29,NA,0.7,0.571428571428571,0.645833333333333,0.797297297297297,0.939024390243902,0.917582417582418,0.857954545454545,0.88,0.807692307692308,0.615384615384615,0.553571428571428,0.766233766233766,0.895348837209302,0.902702702702703,0.898809523809524,0.897959183673469,0.807692307692308,0.615384615384615,0.553571428571429,0.766233766233766,0.7,0.571428571428571,0.645833333333333,0.797297297297297,0.75,0.592592592592593,0.596153846153846,0.781456953642384,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.107142857142857,0.138392857142857,0.263392857142857,0.232142857142857,0.174107142857143,0.25,0.34375,0.819512195121951,0.744505494505495,0.751893939393939,0.838648648648649
"7","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2 + CVI + DVI + EGI + EVI + EVI2 + GLI + GNDVI + GSAVI + LSWI + MNDWI + MSAVI + NDVI + NDWI + SAVI + SR + TVI","svmLinear",530,224,23,"noProc",64,0.724528301886792,0.627783924190678,0.696428571428571,0.588680060488226,0.631661589192417,0.755909831064772,0.330357142857143,5.04269276887052e-29,NA,0.7,0.571428571428571,0.645833333333333,0.797297297297297,0.939024390243902,0.917582417582418,0.857954545454545,0.88,0.807692307692308,0.615384615384615,0.553571428571428,0.766233766233766,0.895348837209302,0.902702702702703,0.898809523809524,0.897959183673469,0.807692307692308,0.615384615384615,0.553571428571429,0.766233766233766,0.7,0.571428571428571,0.645833333333333,0.797297297297297,0.75,0.592592592592593,0.596153846153846,0.781456953642384,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.107142857142857,0.138392857142857,0.263392857142857,0.232142857142857,0.174107142857143,0.25,0.34375,0.819512195121951,0.744505494505495,0.751893939393939,0.838648648648649
"8","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2 + CVI + DVI + EGI + EVI + EVI2 + GLI + GNDVI + GSAVI + LSWI + MNDWI + MSAVI + NDVI + NDWI + SAVI + SR + TVI","svmLinear",530,224,23,"noProc",128,0.711320754716981,0.610365273546738,0.696428571428571,0.588680060488226,0.631661589192417,0.755909831064772,0.330357142857143,5.04269276887052e-29,NA,0.7,0.571428571428571,0.645833333333333,0.797297297297297,0.939024390243902,0.917582417582418,0.857954545454545,0.88,0.807692307692308,0.615384615384615,0.553571428571428,0.766233766233766,0.895348837209302,0.902702702702703,0.898809523809524,0.897959183673469,0.807692307692308,0.615384615384615,0.553571428571429,0.766233766233766,0.7,0.571428571428571,0.645833333333333,0.797297297297297,0.75,0.592592592592593,0.596153846153846,0.781456953642384,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.107142857142857,0.138392857142857,0.263392857142857,0.232142857142857,0.174107142857143,0.25,0.34375,0.819512195121951,0.744505494505495,0.751893939393939,0.838648648648649
"9","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2 + CVI + DVI + EGI + EVI + EVI2 + GLI + GNDVI + GSAVI + LSWI + MNDWI + MSAVI + NDVI + NDWI + SAVI + SR + TVI","svmLinear",530,224,23,"noProc",256,0.716981132075472,0.617101822017368,0.696428571428571,0.588680060488226,0.631661589192417,0.755909831064772,0.330357142857143,5.04269276887052e-29,NA,0.7,0.571428571428571,0.645833333333333,0.797297297297297,0.939024390243902,0.917582417582418,0.857954545454545,0.88,0.807692307692308,0.615384615384615,0.553571428571428,0.766233766233766,0.895348837209302,0.902702702702703,0.898809523809524,0.897959183673469,0.807692307692308,0.615384615384615,0.553571428571429,0.766233766233766,0.7,0.571428571428571,0.645833333333333,0.797297297297297,0.75,0.592592592592593,0.596153846153846,0.781456953642384,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.107142857142857,0.138392857142857,0.263392857142857,0.232142857142857,0.174107142857143,0.25,0.34375,0.819512195121951,0.744505494505495,0.751893939393939,0.838648648648649
"10","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2 + CVI + DVI + EGI + EVI + EVI2 + GLI + GNDVI + GSAVI + LSWI + MNDWI + MSAVI + NDVI + NDWI + SAVI + SR + TVI","svmLinear",530,224,23,"noProc",512,0.722641509433962,0.62510826676932,0.696428571428571,0.588680060488226,0.631661589192417,0.755909831064772,0.330357142857143,5.04269276887052e-29,NA,0.7,0.571428571428571,0.645833333333333,0.797297297297297,0.939024390243902,0.917582417582418,0.857954545454545,0.88,0.807692307692308,0.615384615384615,0.553571428571428,0.766233766233766,0.895348837209302,0.902702702702703,0.898809523809524,0.897959183673469,0.807692307692308,0.615384615384615,0.553571428571429,0.766233766233766,0.7,0.571428571428571,0.645833333333333,0.797297297297297,0.75,0.592592592592593,0.596153846153846,0.781456953642384,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.107142857142857,0.138392857142857,0.263392857142857,0.232142857142857,0.174107142857143,0.25,0.34375,0.819512195121951,0.744505494505495,0.751893939393939,0.838648648648649
