"","x"
"Accuracy",0.696428571428571
"Kappa",0.588680060488226
"AccuracyLower",0.631661589192417
"AccuracyUpper",0.755909831064772
"AccuracyNull",0.330357142857143
"AccuracyPValue",5.04269276887052e-29
"McnemarPValue",NA
