"","x"
"Accuracy",0.705357142857143
"Kappa",0.599306157849089
"AccuracyLower",0.640976035643478
"AccuracyUpper",0.764210155429103
"AccuracyNull",0.330357142857143
"AccuracyPValue",2.22916680324867e-30
"McnemarPValue",NA
