"","model","Method","Count.Train","Count.Test","NoOfCoef","preProc","results.degree","results.scale","results.C","results.Accuracy","results.Kappa","test.Accuracy","test.Kappa","test.AccuracyLower","test.AccuracyUpper","test.AccuracyNull","test.AccuracyPValue","test.McnemarPValue","testCM.Class.Bare.land.Sensitivity","testCM.Class.Reproductive.Sensitivity","testCM.Class.Ripening.Sensitivity","testCM.Class.Vegetative.Sensitivity","testCM.Class.Bare.land.Specificity","testCM.Class.Reproductive.Specificity","testCM.Class.Ripening.Specificity","testCM.Class.Vegetative.Specificity","testCM.Class.Bare.land.Pos.Pred.Value","testCM.Class.Reproductive.Pos.Pred.Value","testCM.Class.Ripening.Pos.Pred.Value","testCM.Class.Vegetative.Pos.Pred.Value","testCM.Class.Bare.land.Neg.Pred.Value","testCM.Class.Reproductive.Neg.Pred.Value","testCM.Class.Ripening.Neg.Pred.Value","testCM.Class.Vegetative.Neg.Pred.Value","testCM.Class.Bare.land.Precision","testCM.Class.Reproductive.Precision","testCM.Class.Ripening.Precision","testCM.Class.Vegetative.Precision","testCM.Class.Bare.land.Recall","testCM.Class.Reproductive.Recall","testCM.Class.Ripening.Recall","testCM.Class.Vegetative.Recall","testCM.Class.Bare.land.F1","testCM.Class.Reproductive.F1","testCM.Class.Ripening.F1","testCM.Class.Vegetative.F1","testCM.Class.Bare.land.Prevalence","testCM.Class.Reproductive.Prevalence","testCM.Class.Ripening.Prevalence","testCM.Class.Vegetative.Prevalence","testCM.Class.Bare.land.Detection.Rate","testCM.Class.Reproductive.Detection.Rate","testCM.Class.Ripening.Detection.Rate","testCM.Class.Vegetative.Detection.Rate","testCM.Class.Bare.land.Detection.Prevalence","testCM.Class.Reproductive.Detection.Prevalence","testCM.Class.Ripening.Detection.Prevalence","testCM.Class.Vegetative.Detection.Prevalence","testCM.Class.Bare.land.Balanced.Accuracy","testCM.Class.Reproductive.Balanced.Accuracy","testCM.Class.Ripening.Balanced.Accuracy","testCM.Class.Vegetative.Balanced.Accuracy"
"1","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2 + CVI + DVI + EGI + EVI + EVI2 + GLI + GNDVI + GSAVI + LSWI + MNDWI + MSAVI + NDVI + NDWI + SAVI + SR + TVI","svmPoly",530,224,23,"noProc",1,0.001,0.01,0.326415094339623,0,0.700892857142857,0.594991364421416,0.636315477320197,0.760063369264665,0.330357142857143,1.07146168338839e-29,NA,0.7,0.642857142857143,0.645833333333333,0.77027027027027,0.939024390243902,0.912087912087912,0.880681818181818,0.866666666666667,0.807692307692308,0.627906976744186,0.596153846153846,0.74025974025974,0.895348837209302,0.917127071823204,0.901162790697674,0.884353741496599,0.807692307692308,0.627906976744186,0.596153846153846,0.74025974025974,0.7,0.642857142857143,0.645833333333333,0.77027027027027,0.75,0.635294117647059,0.62,0.754966887417219,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.120535714285714,0.138392857142857,0.254464285714286,0.232142857142857,0.191964285714286,0.232142857142857,0.34375,0.819512195121951,0.777472527472527,0.763257575757576,0.818468468468468
"2","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2 + CVI + DVI + EGI + EVI + EVI2 + GLI + GNDVI + GSAVI + LSWI + MNDWI + MSAVI + NDVI + NDWI + SAVI + SR + TVI","svmPoly",530,224,23,"noProc",1,0.001,0.1,0.326415094339623,0,0.700892857142857,0.594991364421416,0.636315477320197,0.760063369264665,0.330357142857143,1.07146168338839e-29,NA,0.7,0.642857142857143,0.645833333333333,0.77027027027027,0.939024390243902,0.912087912087912,0.880681818181818,0.866666666666667,0.807692307692308,0.627906976744186,0.596153846153846,0.74025974025974,0.895348837209302,0.917127071823204,0.901162790697674,0.884353741496599,0.807692307692308,0.627906976744186,0.596153846153846,0.74025974025974,0.7,0.642857142857143,0.645833333333333,0.77027027027027,0.75,0.635294117647059,0.62,0.754966887417219,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.120535714285714,0.138392857142857,0.254464285714286,0.232142857142857,0.191964285714286,0.232142857142857,0.34375,0.819512195121951,0.777472527472527,0.763257575757576,0.818468468468468
"3","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2 + CVI + DVI + EGI + EVI + EVI2 + GLI + GNDVI + GSAVI + LSWI + MNDWI + MSAVI + NDVI + NDWI + SAVI + SR + TVI","svmPoly",530,224,23,"noProc",1,0.001,1,0.609433962264151,0.468054673370733,0.700892857142857,0.594991364421416,0.636315477320197,0.760063369264665,0.330357142857143,1.07146168338839e-29,NA,0.7,0.642857142857143,0.645833333333333,0.77027027027027,0.939024390243902,0.912087912087912,0.880681818181818,0.866666666666667,0.807692307692308,0.627906976744186,0.596153846153846,0.74025974025974,0.895348837209302,0.917127071823204,0.901162790697674,0.884353741496599,0.807692307692308,0.627906976744186,0.596153846153846,0.74025974025974,0.7,0.642857142857143,0.645833333333333,0.77027027027027,0.75,0.635294117647059,0.62,0.754966887417219,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.120535714285714,0.138392857142857,0.254464285714286,0.232142857142857,0.191964285714286,0.232142857142857,0.34375,0.819512195121951,0.777472527472527,0.763257575757576,0.818468468468468
"4","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2 + CVI + DVI + EGI + EVI + EVI2 + GLI + GNDVI + GSAVI + LSWI + MNDWI + MSAVI + NDVI + NDWI + SAVI + SR + TVI","svmPoly",530,224,23,"noProc",1,0.001,3,0.667924528301887,0.552315452507907,0.700892857142857,0.594991364421416,0.636315477320197,0.760063369264665,0.330357142857143,1.07146168338839e-29,NA,0.7,0.642857142857143,0.645833333333333,0.77027027027027,0.939024390243902,0.912087912087912,0.880681818181818,0.866666666666667,0.807692307692308,0.627906976744186,0.596153846153846,0.74025974025974,0.895348837209302,0.917127071823204,0.901162790697674,0.884353741496599,0.807692307692308,0.627906976744186,0.596153846153846,0.74025974025974,0.7,0.642857142857143,0.645833333333333,0.77027027027027,0.75,0.635294117647059,0.62,0.754966887417219,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.120535714285714,0.138392857142857,0.254464285714286,0.232142857142857,0.191964285714286,0.232142857142857,0.34375,0.819512195121951,0.777472527472527,0.763257575757576,0.818468468468468
"5","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2 + CVI + DVI + EGI + EVI + EVI2 + GLI + GNDVI + GSAVI + LSWI + MNDWI + MSAVI + NDVI + NDWI + SAVI + SR + TVI","svmPoly",530,224,23,"noProc",1,0.001,5,0.664150943396226,0.547197703830629,0.700892857142857,0.594991364421416,0.636315477320197,0.760063369264665,0.330357142857143,1.07146168338839e-29,NA,0.7,0.642857142857143,0.645833333333333,0.77027027027027,0.939024390243902,0.912087912087912,0.880681818181818,0.866666666666667,0.807692307692308,0.627906976744186,0.596153846153846,0.74025974025974,0.895348837209302,0.917127071823204,0.901162790697674,0.884353741496599,0.807692307692308,0.627906976744186,0.596153846153846,0.74025974025974,0.7,0.642857142857143,0.645833333333333,0.77027027027027,0.75,0.635294117647059,0.62,0.754966887417219,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.120535714285714,0.138392857142857,0.254464285714286,0.232142857142857,0.191964285714286,0.232142857142857,0.34375,0.819512195121951,0.777472527472527,0.763257575757576,0.818468468468468
"6","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2 + CVI + DVI + EGI + EVI + EVI2 + GLI + GNDVI + GSAVI + LSWI + MNDWI + MSAVI + NDVI + NDWI + SAVI + SR + TVI","svmPoly",530,224,23,"noProc",1,0.001,10,0.671698113207547,0.556913674560733,0.700892857142857,0.594991364421416,0.636315477320197,0.760063369264665,0.330357142857143,1.07146168338839e-29,NA,0.7,0.642857142857143,0.645833333333333,0.77027027027027,0.939024390243902,0.912087912087912,0.880681818181818,0.866666666666667,0.807692307692308,0.627906976744186,0.596153846153846,0.74025974025974,0.895348837209302,0.917127071823204,0.901162790697674,0.884353741496599,0.807692307692308,0.627906976744186,0.596153846153846,0.74025974025974,0.7,0.642857142857143,0.645833333333333,0.77027027027027,0.75,0.635294117647059,0.62,0.754966887417219,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.120535714285714,0.138392857142857,0.254464285714286,0.232142857142857,0.191964285714286,0.232142857142857,0.34375,0.819512195121951,0.777472527472527,0.763257575757576,0.818468468468468
"7","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2 + CVI + DVI + EGI + EVI + EVI2 + GLI + GNDVI + GSAVI + LSWI + MNDWI + MSAVI + NDVI + NDWI + SAVI + SR + TVI","svmPoly",530,224,23,"noProc",1,0.001,20,0.675471698113208,0.561353279986142,0.700892857142857,0.594991364421416,0.636315477320197,0.760063369264665,0.330357142857143,1.07146168338839e-29,NA,0.7,0.642857142857143,0.645833333333333,0.77027027027027,0.939024390243902,0.912087912087912,0.880681818181818,0.866666666666667,0.807692307692308,0.627906976744186,0.596153846153846,0.74025974025974,0.895348837209302,0.917127071823204,0.901162790697674,0.884353741496599,0.807692307692308,0.627906976744186,0.596153846153846,0.74025974025974,0.7,0.642857142857143,0.645833333333333,0.77027027027027,0.75,0.635294117647059,0.62,0.754966887417219,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.120535714285714,0.138392857142857,0.254464285714286,0.232142857142857,0.191964285714286,0.232142857142857,0.34375,0.819512195121951,0.777472527472527,0.763257575757576,0.818468468468468
"8","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2 + CVI + DVI + EGI + EVI + EVI2 + GLI + GNDVI + GSAVI + LSWI + MNDWI + MSAVI + NDVI + NDWI + SAVI + SR + TVI","svmPoly",530,224,23,"noProc",1,0.01,0.01,0.326415094339623,0,0.700892857142857,0.594991364421416,0.636315477320197,0.760063369264665,0.330357142857143,1.07146168338839e-29,NA,0.7,0.642857142857143,0.645833333333333,0.77027027027027,0.939024390243902,0.912087912087912,0.880681818181818,0.866666666666667,0.807692307692308,0.627906976744186,0.596153846153846,0.74025974025974,0.895348837209302,0.917127071823204,0.901162790697674,0.884353741496599,0.807692307692308,0.627906976744186,0.596153846153846,0.74025974025974,0.7,0.642857142857143,0.645833333333333,0.77027027027027,0.75,0.635294117647059,0.62,0.754966887417219,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.120535714285714,0.138392857142857,0.254464285714286,0.232142857142857,0.191964285714286,0.232142857142857,0.34375,0.819512195121951,0.777472527472527,0.763257575757576,0.818468468468468
"9","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2 + CVI + DVI + EGI + EVI + EVI2 + GLI + GNDVI + GSAVI + LSWI + MNDWI + MSAVI + NDVI + NDWI + SAVI + SR + TVI","svmPoly",530,224,23,"noProc",1,0.01,0.1,0.609433962264151,0.468054673370733,0.700892857142857,0.594991364421416,0.636315477320197,0.760063369264665,0.330357142857143,1.07146168338839e-29,NA,0.7,0.642857142857143,0.645833333333333,0.77027027027027,0.939024390243902,0.912087912087912,0.880681818181818,0.866666666666667,0.807692307692308,0.627906976744186,0.596153846153846,0.74025974025974,0.895348837209302,0.917127071823204,0.901162790697674,0.884353741496599,0.807692307692308,0.627906976744186,0.596153846153846,0.74025974025974,0.7,0.642857142857143,0.645833333333333,0.77027027027027,0.75,0.635294117647059,0.62,0.754966887417219,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.120535714285714,0.138392857142857,0.254464285714286,0.232142857142857,0.191964285714286,0.232142857142857,0.34375,0.819512195121951,0.777472527472527,0.763257575757576,0.818468468468468
"10","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2 + CVI + DVI + EGI + EVI + EVI2 + GLI + GNDVI + GSAVI + LSWI + MNDWI + MSAVI + NDVI + NDWI + SAVI + SR + TVI","svmPoly",530,224,23,"noProc",1,0.01,1,0.671698113207547,0.556913674560733,0.700892857142857,0.594991364421416,0.636315477320197,0.760063369264665,0.330357142857143,1.07146168338839e-29,NA,0.7,0.642857142857143,0.645833333333333,0.77027027027027,0.939024390243902,0.912087912087912,0.880681818181818,0.866666666666667,0.807692307692308,0.627906976744186,0.596153846153846,0.74025974025974,0.895348837209302,0.917127071823204,0.901162790697674,0.884353741496599,0.807692307692308,0.627906976744186,0.596153846153846,0.74025974025974,0.7,0.642857142857143,0.645833333333333,0.77027027027027,0.75,0.635294117647059,0.62,0.754966887417219,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.120535714285714,0.138392857142857,0.254464285714286,0.232142857142857,0.191964285714286,0.232142857142857,0.34375,0.819512195121951,0.777472527472527,0.763257575757576,0.818468468468468
