"","x"
"Accuracy",0.700892857142857
"Kappa",0.594706994328922
"AccuracyLower",0.636315477320197
"AccuracyUpper",0.760063369264665
"AccuracyNull",0.330357142857143
"AccuracyPValue",1.07146168338839e-29
"McnemarPValue",NA
