"","x"
"Accuracy",0.495535714285714
"Kappa",0.327702523240372
"AccuracyLower",0.428269412665355
"AccuracyUpper",0.562921715416532
"AccuracyNull",0.330357142857143
"AccuracyPValue",2.3595868694689e-07
"McnemarPValue",1.18444231994895e-06
