"","x"
"Accuracy",0.491071428571429
"Kappa",0.321428571428571
"AccuracyLower",0.423872720791417
"AccuracyUpper",0.558509536553938
"AccuracyNull",0.330357142857143
"AccuracyPValue",4.73612442422606e-07
"McnemarPValue",8.87811435737748e-07
