"","model","Method","Count.Train","Count.Test","NoOfCoef","preProc","results.sigma","results.C","results.Accuracy","results.Kappa","test.Accuracy","test.Kappa","test.AccuracyLower","test.AccuracyUpper","test.AccuracyNull","test.AccuracyPValue","test.McnemarPValue","testCM.Class.Bare.land.Sensitivity","testCM.Class.Reproductive.Sensitivity","testCM.Class.Ripening.Sensitivity","testCM.Class.Vegetative.Sensitivity","testCM.Class.Bare.land.Specificity","testCM.Class.Reproductive.Specificity","testCM.Class.Ripening.Specificity","testCM.Class.Vegetative.Specificity","testCM.Class.Bare.land.Pos.Pred.Value","testCM.Class.Reproductive.Pos.Pred.Value","testCM.Class.Ripening.Pos.Pred.Value","testCM.Class.Vegetative.Pos.Pred.Value","testCM.Class.Bare.land.Neg.Pred.Value","testCM.Class.Reproductive.Neg.Pred.Value","testCM.Class.Ripening.Neg.Pred.Value","testCM.Class.Vegetative.Neg.Pred.Value","testCM.Class.Bare.land.Precision","testCM.Class.Reproductive.Precision","testCM.Class.Ripening.Precision","testCM.Class.Vegetative.Precision","testCM.Class.Bare.land.Recall","testCM.Class.Reproductive.Recall","testCM.Class.Ripening.Recall","testCM.Class.Vegetative.Recall","testCM.Class.Bare.land.F1","testCM.Class.Reproductive.F1","testCM.Class.Ripening.F1","testCM.Class.Vegetative.F1","testCM.Class.Bare.land.Prevalence","testCM.Class.Reproductive.Prevalence","testCM.Class.Ripening.Prevalence","testCM.Class.Vegetative.Prevalence","testCM.Class.Bare.land.Detection.Rate","testCM.Class.Reproductive.Detection.Rate","testCM.Class.Ripening.Detection.Rate","testCM.Class.Vegetative.Detection.Rate","testCM.Class.Bare.land.Detection.Prevalence","testCM.Class.Reproductive.Detection.Prevalence","testCM.Class.Ripening.Detection.Prevalence","testCM.Class.Vegetative.Detection.Prevalence","testCM.Class.Bare.land.Balanced.Accuracy","testCM.Class.Reproductive.Balanced.Accuracy","testCM.Class.Ripening.Balanced.Accuracy","testCM.Class.Vegetative.Balanced.Accuracy"
"1","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2 + CVI + DVI + EGI + EVI + EVI2 + GLI + GNDVI + GSAVI + LSWI + MNDWI + MSAVI + NDVI + NDWI + SAVI + SR + TVI","svmRadial",530,224,23,"noProc",2.98023223876953e-08,1,0.326415094339623,0,0.705357142857143,0.600993198747706,0.640976035643478,0.764210155429103,0.330357142857143,2.22916680324867e-30,NA,0.716666666666667,0.595238095238095,0.666666666666667,0.783783783783784,0.939024390243902,0.917582417582418,0.869318181818182,0.88,0.811320754716981,0.625,0.581818181818182,0.763157894736842,0.900584795321637,0.907608695652174,0.905325443786982,0.891891891891892,0.811320754716981,0.625,0.581818181818182,0.763157894736842,0.716666666666667,0.595238095238095,0.666666666666667,0.783783783783784,0.761061946902655,0.609756097560976,0.621359223300971,0.773333333333333,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.191964285714286,0.111607142857143,0.142857142857143,0.258928571428571,0.236607142857143,0.178571428571429,0.245535714285714,0.339285714285714,0.827845528455285,0.756410256410256,0.767992424242424,0.831891891891892
"2","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2 + CVI + DVI + EGI + EVI + EVI2 + GLI + GNDVI + GSAVI + LSWI + MNDWI + MSAVI + NDVI + NDWI + SAVI + SR + TVI","svmRadial",530,224,23,"noProc",2.98023223876953e-08,2,0.326415094339623,0,0.705357142857143,0.600993198747706,0.640976035643478,0.764210155429103,0.330357142857143,2.22916680324867e-30,NA,0.716666666666667,0.595238095238095,0.666666666666667,0.783783783783784,0.939024390243902,0.917582417582418,0.869318181818182,0.88,0.811320754716981,0.625,0.581818181818182,0.763157894736842,0.900584795321637,0.907608695652174,0.905325443786982,0.891891891891892,0.811320754716981,0.625,0.581818181818182,0.763157894736842,0.716666666666667,0.595238095238095,0.666666666666667,0.783783783783784,0.761061946902655,0.609756097560976,0.621359223300971,0.773333333333333,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.191964285714286,0.111607142857143,0.142857142857143,0.258928571428571,0.236607142857143,0.178571428571429,0.245535714285714,0.339285714285714,0.827845528455285,0.756410256410256,0.767992424242424,0.831891891891892
"3","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2 + CVI + DVI + EGI + EVI + EVI2 + GLI + GNDVI + GSAVI + LSWI + MNDWI + MSAVI + NDVI + NDWI + SAVI + SR + TVI","svmRadial",530,224,23,"noProc",2.98023223876953e-08,4,0.326415094339623,0,0.705357142857143,0.600993198747706,0.640976035643478,0.764210155429103,0.330357142857143,2.22916680324867e-30,NA,0.716666666666667,0.595238095238095,0.666666666666667,0.783783783783784,0.939024390243902,0.917582417582418,0.869318181818182,0.88,0.811320754716981,0.625,0.581818181818182,0.763157894736842,0.900584795321637,0.907608695652174,0.905325443786982,0.891891891891892,0.811320754716981,0.625,0.581818181818182,0.763157894736842,0.716666666666667,0.595238095238095,0.666666666666667,0.783783783783784,0.761061946902655,0.609756097560976,0.621359223300971,0.773333333333333,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.191964285714286,0.111607142857143,0.142857142857143,0.258928571428571,0.236607142857143,0.178571428571429,0.245535714285714,0.339285714285714,0.827845528455285,0.756410256410256,0.767992424242424,0.831891891891892
"4","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2 + CVI + DVI + EGI + EVI + EVI2 + GLI + GNDVI + GSAVI + LSWI + MNDWI + MSAVI + NDVI + NDWI + SAVI + SR + TVI","svmRadial",530,224,23,"noProc",2.98023223876953e-08,8,0.326415094339623,0,0.705357142857143,0.600993198747706,0.640976035643478,0.764210155429103,0.330357142857143,2.22916680324867e-30,NA,0.716666666666667,0.595238095238095,0.666666666666667,0.783783783783784,0.939024390243902,0.917582417582418,0.869318181818182,0.88,0.811320754716981,0.625,0.581818181818182,0.763157894736842,0.900584795321637,0.907608695652174,0.905325443786982,0.891891891891892,0.811320754716981,0.625,0.581818181818182,0.763157894736842,0.716666666666667,0.595238095238095,0.666666666666667,0.783783783783784,0.761061946902655,0.609756097560976,0.621359223300971,0.773333333333333,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.191964285714286,0.111607142857143,0.142857142857143,0.258928571428571,0.236607142857143,0.178571428571429,0.245535714285714,0.339285714285714,0.827845528455285,0.756410256410256,0.767992424242424,0.831891891891892
"5","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2 + CVI + DVI + EGI + EVI + EVI2 + GLI + GNDVI + GSAVI + LSWI + MNDWI + MSAVI + NDVI + NDWI + SAVI + SR + TVI","svmRadial",530,224,23,"noProc",2.98023223876953e-08,16,0.326415094339623,0,0.705357142857143,0.600993198747706,0.640976035643478,0.764210155429103,0.330357142857143,2.22916680324867e-30,NA,0.716666666666667,0.595238095238095,0.666666666666667,0.783783783783784,0.939024390243902,0.917582417582418,0.869318181818182,0.88,0.811320754716981,0.625,0.581818181818182,0.763157894736842,0.900584795321637,0.907608695652174,0.905325443786982,0.891891891891892,0.811320754716981,0.625,0.581818181818182,0.763157894736842,0.716666666666667,0.595238095238095,0.666666666666667,0.783783783783784,0.761061946902655,0.609756097560976,0.621359223300971,0.773333333333333,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.191964285714286,0.111607142857143,0.142857142857143,0.258928571428571,0.236607142857143,0.178571428571429,0.245535714285714,0.339285714285714,0.827845528455285,0.756410256410256,0.767992424242424,0.831891891891892
"6","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2 + CVI + DVI + EGI + EVI + EVI2 + GLI + GNDVI + GSAVI + LSWI + MNDWI + MSAVI + NDVI + NDWI + SAVI + SR + TVI","svmRadial",530,224,23,"noProc",2.98023223876953e-08,32,0.326415094339623,0,0.705357142857143,0.600993198747706,0.640976035643478,0.764210155429103,0.330357142857143,2.22916680324867e-30,NA,0.716666666666667,0.595238095238095,0.666666666666667,0.783783783783784,0.939024390243902,0.917582417582418,0.869318181818182,0.88,0.811320754716981,0.625,0.581818181818182,0.763157894736842,0.900584795321637,0.907608695652174,0.905325443786982,0.891891891891892,0.811320754716981,0.625,0.581818181818182,0.763157894736842,0.716666666666667,0.595238095238095,0.666666666666667,0.783783783783784,0.761061946902655,0.609756097560976,0.621359223300971,0.773333333333333,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.191964285714286,0.111607142857143,0.142857142857143,0.258928571428571,0.236607142857143,0.178571428571429,0.245535714285714,0.339285714285714,0.827845528455285,0.756410256410256,0.767992424242424,0.831891891891892
"7","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2 + CVI + DVI + EGI + EVI + EVI2 + GLI + GNDVI + GSAVI + LSWI + MNDWI + MSAVI + NDVI + NDWI + SAVI + SR + TVI","svmRadial",530,224,23,"noProc",2.98023223876953e-08,64,0.326415094339623,0,0.705357142857143,0.600993198747706,0.640976035643478,0.764210155429103,0.330357142857143,2.22916680324867e-30,NA,0.716666666666667,0.595238095238095,0.666666666666667,0.783783783783784,0.939024390243902,0.917582417582418,0.869318181818182,0.88,0.811320754716981,0.625,0.581818181818182,0.763157894736842,0.900584795321637,0.907608695652174,0.905325443786982,0.891891891891892,0.811320754716981,0.625,0.581818181818182,0.763157894736842,0.716666666666667,0.595238095238095,0.666666666666667,0.783783783783784,0.761061946902655,0.609756097560976,0.621359223300971,0.773333333333333,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.191964285714286,0.111607142857143,0.142857142857143,0.258928571428571,0.236607142857143,0.178571428571429,0.245535714285714,0.339285714285714,0.827845528455285,0.756410256410256,0.767992424242424,0.831891891891892
"8","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2 + CVI + DVI + EGI + EVI + EVI2 + GLI + GNDVI + GSAVI + LSWI + MNDWI + MSAVI + NDVI + NDWI + SAVI + SR + TVI","svmRadial",530,224,23,"noProc",2.98023223876953e-08,128,0.326415094339623,0,0.705357142857143,0.600993198747706,0.640976035643478,0.764210155429103,0.330357142857143,2.22916680324867e-30,NA,0.716666666666667,0.595238095238095,0.666666666666667,0.783783783783784,0.939024390243902,0.917582417582418,0.869318181818182,0.88,0.811320754716981,0.625,0.581818181818182,0.763157894736842,0.900584795321637,0.907608695652174,0.905325443786982,0.891891891891892,0.811320754716981,0.625,0.581818181818182,0.763157894736842,0.716666666666667,0.595238095238095,0.666666666666667,0.783783783783784,0.761061946902655,0.609756097560976,0.621359223300971,0.773333333333333,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.191964285714286,0.111607142857143,0.142857142857143,0.258928571428571,0.236607142857143,0.178571428571429,0.245535714285714,0.339285714285714,0.827845528455285,0.756410256410256,0.767992424242424,0.831891891891892
"9","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2 + CVI + DVI + EGI + EVI + EVI2 + GLI + GNDVI + GSAVI + LSWI + MNDWI + MSAVI + NDVI + NDWI + SAVI + SR + TVI","svmRadial",530,224,23,"noProc",2.98023223876953e-08,256,0.326415094339623,0,0.705357142857143,0.600993198747706,0.640976035643478,0.764210155429103,0.330357142857143,2.22916680324867e-30,NA,0.716666666666667,0.595238095238095,0.666666666666667,0.783783783783784,0.939024390243902,0.917582417582418,0.869318181818182,0.88,0.811320754716981,0.625,0.581818181818182,0.763157894736842,0.900584795321637,0.907608695652174,0.905325443786982,0.891891891891892,0.811320754716981,0.625,0.581818181818182,0.763157894736842,0.716666666666667,0.595238095238095,0.666666666666667,0.783783783783784,0.761061946902655,0.609756097560976,0.621359223300971,0.773333333333333,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.191964285714286,0.111607142857143,0.142857142857143,0.258928571428571,0.236607142857143,0.178571428571429,0.245535714285714,0.339285714285714,0.827845528455285,0.756410256410256,0.767992424242424,0.831891891891892
"10","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2 + CVI + DVI + EGI + EVI + EVI2 + GLI + GNDVI + GSAVI + LSWI + MNDWI + MSAVI + NDVI + NDWI + SAVI + SR + TVI","svmRadial",530,224,23,"noProc",2.98023223876953e-08,512,0.326415094339623,0,0.705357142857143,0.600993198747706,0.640976035643478,0.764210155429103,0.330357142857143,2.22916680324867e-30,NA,0.716666666666667,0.595238095238095,0.666666666666667,0.783783783783784,0.939024390243902,0.917582417582418,0.869318181818182,0.88,0.811320754716981,0.625,0.581818181818182,0.763157894736842,0.900584795321637,0.907608695652174,0.905325443786982,0.891891891891892,0.811320754716981,0.625,0.581818181818182,0.763157894736842,0.716666666666667,0.595238095238095,0.666666666666667,0.783783783783784,0.761061946902655,0.609756097560976,0.621359223300971,0.773333333333333,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.191964285714286,0.111607142857143,0.142857142857143,0.258928571428571,0.236607142857143,0.178571428571429,0.245535714285714,0.339285714285714,0.827845528455285,0.756410256410256,0.767992424242424,0.831891891891892
