"","x"
"Accuracy",0.4375
"Kappa",0.238711765657873
"AccuracyLower",0.371517274339946
"AccuracyUpper",0.505159062559034
"AccuracyNull",0.330357142857143
"AccuracyPValue",0.000531988018196767
"McnemarPValue",0.0442647626440365
