"","x"
"Accuracy",0.638392857142857
"Kappa",0.510574018126888
"AccuracyLower",0.571735049464789
"AccuracyUpper",0.701333768244764
"AccuracyNull",0.330357142857143
"AccuracyPValue",4.43342760079857e-21
"McnemarPValue",NA
