"","x"
"Accuracy",0.691964285714286
"Kappa",0.582495948136143
"AccuracyLower",0.627014289265969
"AccuracyUpper",0.75174962627592
"AccuracyNull",0.330357142857143
"AccuracyPValue",2.32422241829485e-28
"McnemarPValue",NA
