"","x"
"Accuracy",0.651785714285714
"Kappa",0.529614473400818
"AccuracyLower",0.585473136322913
"AccuracyUpper",0.714020209982969
"AccuracyNull",0.330357142857143
"AccuracyPValue",8.75148472331803e-23
"McnemarPValue",NA
