"","x"
"Accuracy",0.616071428571429
"Kappa",0.480362537764351
"AccuracyLower",0.548953516032298
"AccuracyUpper",0.680073555170329
"AccuracyNull",0.330357142857143
"AccuracyPValue",2.10187387472061e-18
"McnemarPValue",NA
